"","suburb","state","blurb"
"1308","Moorooduc","VIC","Moorooduc is a rural township in Melbourne, Victoria, Australia. Its local government area is the Shire of Mornington Peninsula."
"1309","Mount Egerton","VIC","Mount Egerton is a historic gold mining town in Victoria, Australia. It is located on the mountain by the same name in the Shire of Moorabool local government area, 97 kilometres (60 mi) north west of the state capital, Melbourne. At the 2016 census, Mount Egerton had a population of 582.[1]"
"1310","Garvoc","VIC","Garvoc /ˈɡɑːvɪk/ is a town in the Western District of Victoria, Australia. The town is located in the Moyne Shire local government area, 223 kilometres (139 mi) south west of the state capital, Melbourne."
"1311","Snake Valley","VIC","Snake Valley is a town in central Western Victoria, Australia, on Linton-Carngham Road, 27 kilometres (17 mi) west of Ballarat and 153 kilometres (95 mi) west of Melbourne, in the Shire of Pyrenees. At the 2006 census, Snake Valley had a population of 329.[1] A post office was opened on 1 March 1859.[2]"
"1312","Aberfeldy","VIC","Aberfeldy is a small town in Victoria, Australia on Mount Lookout, northeast of the Thomson Dam, 125 kilometres (78 mi) east of Melbourne."
"1313","Jeeralang","VIC","Jeeralang is a locality in the Gippsland region of Victoria, Australia. The locality is 176 kilometres (109 mi) east of the state capital, Melbourne. At the 2006 census, Jeeralang and the surrounding area had a population of 589.[1]"
"1314","South Geelong","VIC","South Geelong, also referred to as Geelong South, is a southern suburb of Geelong, Victoria, Australia. The suburb is adjacent to the Geelong central business district, with the Barwon River forming the suburb's southern border. South Geelong is also the western start point for the Bellarine Rail Trail, a 32 km walking and cycling track to Queenscliff."
"1315","Mitchellstown","VIC","Mitchellstown is a locality in north east Victoria, Australia. The locality is in the Shire of Strathbogie local government area and on the Goulburn River, 134 kilometres (83 mi) north east of the state capital, Melbourne."
"1316","Dandenong South","VIC","Dandenong South is a suburb in Melbourne, Victoria, Australia, 31 km south-east of Melbourne's central business district. Its local government area is the City of Greater Dandenong. At the 2016 census, Dandenong South had a population of 160.[1]"
"1317","Essendon West","VIC","Essendon West is a suburb of Melbourne, Victoria, Australia, 11 km north-west of Melbourne's central business district. Its local government area is the City of Moonee Valley. At the 2011 Census, Essendon West had a population of 1,398."
"1318","Yalca","VIC","Yalca is a locality in northern Victoria, Australia in the local government area of the Shire of Moira. At the 2011 census, Yalca had a population of 301.[1]"
"1319","Rokewood","VIC","Rokewood is a small rural township in Victoria, Australia in the Golden Plains Shire, 133 kilometres (83 mi) west of the state capital, Melbourne. At the 2016 census, Rokewood and the surrounding area had a population of 217.[1]"
"1320","Princes Hill","VIC","Princes Hill is an inner suburb of Melbourne, Victoria, Australia, 3 km north of Melbourne's Central Business District. Its local government area is the City of Yarra. At the 2011 Census, Princes Hill had a population of 2,075."
"1321","Yambuk","VIC","Yambuk /ˈjæmbʌk/ is a town in Victoria, Australia. The township was established in the 1850s, the Post Office opening 1 March 1859.[2]"
"1322","North Shore","VIC","North Shore is an industrial and residential suburb of Geelong, Victoria, Australia. The suburb overlooks Corio Bay. A small residential area is east of the North Shore railway station with a few neighbourhood shops."
"1323","Invergordon","VIC","Invergordon is a town in northern Victoria, Australia."
"1324","Heathcote Junction","VIC","Heathcote Junction is a town in Victoria, Australia. The town is located 53 kilometres (33 mi) north of the state capital, Melbourne and 3 kilometres (1.9 mi) from nearby Wandong. At the 2011 census, Heathcote Junction and the surrounding area had a combined population of 847.[1]"
"1325","Armstrong","VIC","Armstrong (also known as Armstrongs) is a town in Victoria, Australia, located on the Western Highway, north of Ararat, in the local government area of Rural City of Ararat."
"1326","Strathmore Heights","VIC","Strathmore Heights is a suburb of Melbourne, Victoria, Australia, 14 km north-west of Melbourne's central business district. Its local government area is the City of Moonee Valley. At the 2011 Census, Strathmore Heights had a population of 934."
"1327","Newham","VIC","Newham /ˈnjuːəm/ is a small town in the Shire of Macedon Ranges in Victoria, Australia. It is situated between the towns of Kyneton, Woodend and Lancefield. At the 2006 census, Newham and the surrounding area had a population of 570.[1]"
"1328","Gorae West","VIC","Gorae West is a locality in south west Victoria, Australia. The locality is in the Shire of Glenelg, 352 kilometres (219 mi) west of the state capital, Melbourne."
"1329","Redbank","VIC","Redbank is a locality in central Victoria, Australia. The locality is in the Shire of Pyrenees local government area, 151 kilometres (94 mi) west of the state capital, Melbourne."
"1330","Wickliffe","VIC","Wickliffe is a small town in the Rural City of Ararat local government area in western Victoria, Australia. At the 2016 census, Wickliffe and surrounding area had a population of 113.[1]"
"1331","Bessiebelle","VIC","Bessiebelle is a locality in western Victoria, Australia. The locality is in the Shire of Moyne local government area, in what is commonly known as the Western District. Besiebelle is in the County of Normanby cadastral division, approximately 311 kilometres (193 mi) west of the state capital, Melbourne, on the Eumeralla River adjacent to the Mount Eccles National Park."
"1332","Neerim","VIC","Neerim is a town in Victoria, Australia, on Main Neerim Road in the Shire of Baw Baw."
"1333","Chillingollah","VIC","Chillingollah is a locality in Victoria, Australia, located approximately 52 km from Swan Hill, Victoria."
"1334","Moliagul","VIC","Moliagul is a small township in Victoria, Australia, 202 kilometres (126 mi) northwest of Melbourne and 60 kilometres (37 mi) west of Bendigo. The town's name is believed to be a derivation of the aboriginal word ""moliagulk"", meaning ""wooded hill"".[1] The area is notable for the discovery of a number of gold nuggets. These finds include the world's largest, the Welcome Stranger, which was discovered in 1869 by John Deason and Richard Oates."
"1335","Minimay","VIC","Minimay is a small town located in Victoria, Australia. The town is in the Shire of West Wimmera 25 kilometres (25,000 m) from the South Australian border, about halfway between Melbourne and Adelaide. At the 2011 census, Minimay and the surrounding area had a population of 253.[1] A signpost outside the town lists the town's population at 9."
"1336","Vinifera","VIC","Vinifera is a locality in Victoria, Australia, located approximately 22 km from Swan Hill, Victoria. It was named after Vitis vinifera the Common Grape Vine, when grapes were planted here on irrigated land. At the 2011 census, Vinifera had a population of 272."
"1337","Barkly","VIC","Barkly is a locality in Victoria, Australia, about 180 kilometres (110 mi) northwest of Melbourne.[1] It is near the intersection of the road from Landsborough to Redbank, and the road from Frenchmans to St Arnaud. It is close to the west boundary of the St Arnaud Range National Park."
"1338","Glenaroua","VIC","Glenaroua is a locality in central Victoria, Australia. The locality is in the Shire of Mitchell local government area, 104 kilometres (65 mi) north west of the state capital, Melbourne."
"1339","Alma","VIC","Alma is a town in Victoria, Australia, along the Maryborough – St Arnaud Road, west of Maryborough. In the 2006 census, Alma and the surrounding area had a population of 692.[1]"
"1340","Swan Marsh","VIC","Swan Marsh is a town in the Western District of Victoria, Australia. The town is located in the Colac Otway Shire local government area, 168 kilometres (104 mi) south west of the state capital, Melbourne."
"1341","Dean","VIC","Dean is a small township in Victoria, Australia. It is located 120 kilometres (75 mi) west of the state capital, Melbourne and nearby to Ballarat-Daylesford Road in the Shire of Hepburn. The Dean Post Office opened 2 September 1861 but closed 1980.[1]"
"1342","Tanjil Bren","VIC","Tanjil Bren is a town in Victoria, Australia, on Mount Baw Baw Tourist Road, 12 kilometres (7 mi) west of Mount Baw Baw in the Shire of Baw Baw. It was established during the Victorian Gold Rush. The town features a small store which sells snacks and is only open during the ski season. Four accommodation lodges, Mooshead, Reindeer, Jenny's and Timbertop Lodge, are located in Tanjil Bren. At the 2006 census, Tanjil Bren and the surrounding area had a population of 110.[1]"
